FIPStxt,State,Area_Name,POP_ESTIMATE_2019
19173,IA,Taylor County,6121
19175,IA,Union County,12241
19177,IA,Van Buren County,7044
19179,IA,Wapello County,34969
19181,IA,Warren County,51466
19183,IA,Washington County,21965
19185,IA,Wayne County,6441
19187,IA,Webster County,35904
19189,IA,Winnebago County,10354
19191,IA,Winneshiek County,19991
19193,IA,Woodbury County,103107
19195,IA,Worth County,7381
19197,IA,Wright County,12562
20000,KS,Kansas,2913314
20001,KS,Allen County,12369
20003,KS,Anderson County,7858
20005,KS,Atchison County,16073
20007,KS,Barber County,4427
20009,KS,Barton County,25779
20011,KS,Bourbon County,14534
20013,KS,Brown County,9564
20015,KS,Butler County,66911
20017,KS,Chase County,2648
20019,KS,Chautauqua County,3250
20021,KS,Cherokee County,19939
20023,KS,Cheyenne County,2657
20025,KS,Clark County,1994
20027,KS,Clay County,8002
20029,KS,Cloud County,8786
20031,KS,Coffey County,8179
20033,KS,Comanche County,1700
20035,KS,Cowley County,34908
20037,KS,Crawford County,38818
20039,KS,Decatur County,2827
20041,KS,Dickinson County,18466
20043,KS,Doniphan County,7600
20045,KS,Douglas County,122259
20047,KS,Edwards County,2798
20049,KS,Elk County,2530
20051,KS,Ellis County,28553
20053,KS,Ellsworth County,6102
20055,KS,Finney County,36467
20057,KS,Ford County,33619
20059,KS,Franklin County,25544
20061,KS,Geary County,31670
20063,KS,Gove County,2636
20065,KS,Graham County,2482
20067,KS,Grant County,7150
20069,KS,Gray County,5988
20071,KS,Greeley County,1232
20073,KS,Greenwood County,5982
20075,KS,Hamilton County,2539
20077,KS,Harper County,5436
20079,KS,Harvey County,34429
20081,KS,Haskell County,3968
20083,KS,Hodgeman County,1794
20085,KS,Jackson County,13171
20087,KS,Jefferson County,19043
20089,KS,Jewell County,2879
20091,KS,Johnson County,602401
20093,KS,Kearny County,3838
20095,KS,Kingman County,7152
20097,KS,Kiowa County,2475
20099,KS,Labette County,19618
20101,KS,Lane County,1535
20103,KS,Leavenworth County,81758
20105,KS,Lincoln County,2962
20107,KS,Linn County,9703
20109,KS,Logan County,2794
20111,KS,Lyon County,33195
20113,KS,McPherson County,28542
20115,KS,Marion County,11884
20117,KS,Marshall County,9707
20119,KS,Meade County,4033
20121,KS,Miami County,34237
20123,KS,Mitchell County,5979
20125,KS,Montgomery County,31829
20127,KS,Morris County,5620
20129,KS,Morton County,2587
20131,KS,Nemaha County,10231
20133,KS,Neosho County,16007
20135,KS,Ness County,2750
20137,KS,Norton County,5361
20139,KS,Osage County,15949
20141,KS,Osborne County,3421
20143,KS,Ottawa County,5704
20145,KS,Pawnee County,6414
20147,KS,Phillips County,5234
20149,KS,Pottawatomie County,24383
20151,KS,Pratt County,9164
20153,KS,Rawlins County,2530
20155,KS,Reno County,61998
20157,KS,Republic County,4636
20159,KS,Rice County,9537
20161,KS,Riley County,74232
20163,KS,Rooks County,4920
20165,KS,Rush County,3036
20167,KS,Russell County,6856
20169,KS,Saline County,54224
20171,KS,Scott County,4823
20173,KS,Sedgwick County,516042
20175,KS,Seward County,21428
20177,KS,Shawnee County,176875
20179,KS,Sheridan County,2521
20181,KS,Sherman County,5917
20183,KS,Smith County,3583
20185,KS,Stafford County,4156
20187,KS,Stanton County,2006
20189,KS,Stevens County,5485
20191,KS,Sumner County,22836
20193,KS,Thomas County,7777
20195,KS,Trego County,2803
20197,KS,Wabaunsee County,6931
20199,KS,Wallace County,1518
20201,KS,Washington County,5406
20203,KS,Wichita County,2119
20205,KS,Wilson County,8525
20207,KS,Woodson County,3138
20209,KS,Wyandotte County,165429
21000,KY,Kentucky,4467673
21001,KY,Adair County,19202
21003,KY,Allen County,21315
21005,KY,Anderson County,22747
21007,KY,Ballard County,7888
21009,KY,Barren County,44249
21011,KY,Bath County,12500
21013,KY,Bell County,26032
21015,KY,Boone County,133581
21017,KY,Bourbon County,19788
21019,KY,Boyd County,46718
21021,KY,Boyle County,30060
21023,KY,Bracken County,8303
21025,KY,Breathitt County,12630
21027,KY,Breckinridge County,20477
21029,KY,Bullitt County,81676
21031,KY,Butler County,12879
21033,KY,Caldwell County,12747
21035,KY,Calloway County,39001
21037,KY,Campbell County,93584
21039,KY,Carlisle County,4760
21041,KY,Carroll County,10631
21043,KY,Carter County,26797
21045,KY,Casey County,16159
21047,KY,Christian County,70461
21049,KY,Clark County,36263
21051,KY,Clay County,19901
21053,KY,Clinton County,10218
21055,KY,Crittenden County,8806
21057,KY,Cumberland County,6614
21059,KY,Daviess County,101511
21061,KY,Edmonson County,12150
21063,KY,Elliott County,7517
21065,KY,Estill County,14106
21067,KY,Fayette County,323152
21069,KY,Fleming County,14581
21071,KY,Floyd County,35589
21073,KY,Franklin County,50991
21075,KY,Fulton County,5969
21077,KY,Gallatin County,8869
21079,KY,Garrard County,17666
21081,KY,Grant County,25069
21083,KY,Graves County,37266
21085,KY,Grayson County,26427
21087,KY,Green County,10941
21089,KY,Greenup County,35098
21091,KY,Hancock County,8722
21093,KY,Hardin County,110958
21095,KY,Harlan County,26010
21097,KY,Harrison County,18886
21099,KY,Hart County,19035
21101,KY,Henderson County,45210
21103,KY,Henry County,16126
21105,KY,Hickman County,4380
21107,KY,Hopkins County,44686
21109,KY,Jackson County,13329
21111,KY,Jefferson County,766757
21113,KY,Jessamine County,54115
21115,KY,Johnson County,22188
21117,KY,Kenton County,166998
21119,KY,Knott County,14806
21121,KY,Knox County,31145
21123,KY,Larue County,14398
21125,KY,Laurel County,60813
21127,KY,Lawrence County,15317
21129,KY,Lee County,7403
21131,KY,Leslie County,9877
21133,KY,Letcher County,21553
21135,KY,Lewis County,13275
21137,KY,Lincoln County,24549
21139,KY,Livingston County,9194
21141,KY,Logan County,27102
21143,KY,Lyon County,8210
21145,KY,McCracken County,65418
21147,KY,McCreary County,17231
21149,KY,McLean County,9207
21151,KY,Madison County,92987
21153,KY,Magoffin County,12161
21155,KY,Marion County,19273
21157,KY,Marshall County,31100
21159,KY,Martin County,11195
21161,KY,Mason County,17070
21163,KY,Meade County,28572
21165,KY,Menifee County,6489
21167,KY,Mercer County,21933
21169,KY,Metcalfe County,10071
21171,KY,Monroe County,10650
21173,KY,Montgomery County,28157
21175,KY,Morgan County,13309
21177,KY,Muhlenberg County,30622
21179,KY,Nelson County,46233
21181,KY,Nicholas County,7269
21183,KY,Ohio County,23994
21185,KY,Oldham County,66799
21187,KY,Owen County,10901
21189,KY,Owsley County,4415
21191,KY,Pendleton County,14590
21193,KY,Perry County,25758
21195,KY,Pike County,57876
21197,KY,Powell County,12359
21199,KY,Pulaski County,64979
21201,KY,Robertson County,2108
21203,KY,Rockcastle County,16695
21205,KY,Rowan County,24460
21207,KY,Russell County,17923
21209,KY,Scott County,57004
21211,KY,Shelby County,49024
21213,KY,Simpson County,18572
21215,KY,Spencer County,19351
21217,KY,Taylor County,25769
21219,KY,Todd County,12294
21221,KY,Trigg County,14651
21223,KY,Trimble County,8471
21225,KY,Union County,14381
21227,KY,Warren County,132896
21229,KY,Washington County,12095
21231,KY,Wayne County,20333
21233,KY,Webster County,12942
21235,KY,Whitley County,36264
21237,KY,Wolfe County,7157
21239,KY,Woodford County,26734
22000,LA,Louisiana,4648794
22001,LA,Acadia Parish,62045
22003,LA,Allen Parish,25627
22005,LA,Ascension Parish,126604
22007,LA,Assumption Parish,21891
22009,LA,Avoyelles Parish,40144
22011,LA,Beauregard Parish,37497
22013,LA,Bienville Parish,13241
22015,LA,Bossier Parish,127039
22017,LA,Caddo Parish,240204
22019,LA,Calcasieu Parish,203436
22021,LA,Caldwell Parish,9918
22023,LA,Cameron Parish,6973
22025,LA,Catahoula Parish,9494
22027,LA,Claiborne Parish,15670
22029,LA,Concordia Parish,19259
22031,LA,De Soto Parish,27463
22033,LA,East Baton Rouge Parish,440059
22035,LA,East Carroll Parish,6861
22037,LA,East Feliciana Parish,19135
22039,LA,Evangeline Parish,33395
22041,LA,Franklin Parish,20015
22043,LA,Grant Parish,22389
22045,LA,Iberia Parish,69830
22047,LA,Iberville Parish,32511
22049,LA,Jackson Parish,15744
22051,LA,Jefferson Parish,432493
22053,LA,Jefferson Davis Parish,31368
22055,LA,Lafayette Parish,244390
22057,LA,Lafourche Parish,97614
22059,LA,LaSalle Parish,14892
22061,LA,Lincoln Parish,46742
22063,LA,Livingston Parish,140789
22065,LA,Madison Parish,10951
22067,LA,Morehouse Parish,24874
22069,LA,Natchitoches Parish,38158
22071,LA,Orleans Parish,390144
22073,LA,Ouachita Parish,153279
22075,LA,Plaquemines Parish,23197
22077,LA,Pointe Coupee Parish,21730
22079,LA,Rapides Parish,129648
22081,LA,Red River Parish,8442
22083,LA,Richland Parish,20122
22085,LA,Sabine Parish,23884
22087,LA,St. Bernard Parish,47244
22089,LA,St. Charles Parish,53100
22091,LA,St. Helena Parish,10132
22093,LA,St. James Parish,21096
22095,LA,St. John the Baptist Parish,42837
22097,LA,St. Landry Parish,82124
22099,LA,St. Martin Parish,53431
22101,LA,St. Mary Parish,49348
22103,LA,St. Tammany Parish,260419
22105,LA,Tangipahoa Parish,134758
22107,LA,Tensas Parish,4334
22109,LA,Terrebonne Parish,110461
22111,LA,Union Parish,22108
22113,LA,Vermilion Parish,59511
22115,LA,Vernon Parish,47429
22117,LA,Washington Parish,46194
22119,LA,Webster Parish,38340
22121,LA,West Baton Rouge Parish,26465
22123,LA,West Carroll Parish,10830
22125,LA,West Feliciana Parish,15568
22127,LA,Winn Parish,13904
23000,ME,Maine,1344212
23001,ME,Androscoggin County,108277
23003,ME,Aroostook County,67055
23005,ME,Cumberland County,295003
23007,ME,Franklin County,30199
23009,ME,Hancock County,54987
23011,ME,Kennebec County,122302
23013,ME,Knox County,39772
23015,ME,Lincoln County,34634
23017,ME,Oxford County,57975
23019,ME,Penobscot County,152148
23021,ME,Piscataquis County,16785
23023,ME,Sagadahoc County,35856
23025,ME,Somerset County,50484
23027,ME,Waldo County,39715
23029,ME,Washington County,31379
23031,ME,York County,207641
24000,MD,Maryland,6045680
24001,MD,Allegany County,70416
24003,MD,Anne Arundel County,579234
24005,MD,Baltimore County,827370
24009,MD,Calvert County,92525
24011,MD,Caroline County,33406
24013,MD,Carroll County,168447
24015,MD,Cecil County,102855
24017,MD,Charles County,163257
24019,MD,Dorchester County,31929
24021,MD,Frederick County,259547
24023,MD,Garrett County,29014
24025,MD,Harford County,255441
24027,MD,Howard County,325690
24029,MD,Kent County,19422
24031,MD,Montgomery County,1050688
24033,MD,Prince George's County,909327
24035,MD,Queen Anne's County,50381
24037,MD,St. Mary's County,113510
24039,MD,Somerset County,25616
24041,MD,Talbot County,37181
24043,MD,Washington County,151049
24045,MD,Wicomico County,103609
24047,MD,Worcester County,52276
24510,MD,Baltimore city,593490
25000,MA,Massachusetts,6892503
25001,MA,Barnstable County,212990
25003,MA,Berkshire County,124944
25005,MA,Bristol County,565217
25007,MA,Dukes County,17332
25009,MA,Essex County,789034
25011,MA,Franklin County,70180
25013,MA,Hampden County,466372
25015,MA,Hampshire County,160830
25017,MA,Middlesex County,1611699
25019,MA,Nantucket County,11399
25021,MA,Norfolk County,706775
25023,MA,Plymouth County,521202
25025,MA,Suffolk County,803907
25027,MA,Worcester County,830622
26000,MI,Michigan,9986857
26001,MI,Alcona County,10405
26003,MI,Alger County,9108
26005,MI,Allegan County,118081
26007,MI,Alpena County,28405
26009,MI,Antrim County,23324
26011,MI,Arenac County,14883
26013,MI,Baraga County,8209
26015,MI,Barry County,61550
26017,MI,Bay County,103126
26019,MI,Benzie County,17766
26021,MI,Berrien County,153401
26023,MI,Branch County,43517
26025,MI,Calhoun County,134159
26027,MI,Cass County,51787
26029,MI,Charlevoix County,26143
26031,MI,Cheboygan County,25276
26033,MI,Chippewa County,37349
26035,MI,Clare County,30950
26037,MI,Clinton County,79595
26039,MI,Crawford County,14029
26041,MI,Delta County,35784
26043,MI,Dickinson County,25239
26045,MI,Eaton County,110268
26047,MI,Emmet County,33415
26049,MI,Genesee County,405813
26051,MI,Gladwin County,25449
26053,MI,Gogebic County,13975
26055,MI,Grand Traverse County,93088
26057,MI,Gratiot County,40711
26059,MI,Hillsdale County,45605
26061,MI,Houghton County,35684
26063,MI,Huron County,30981
26065,MI,Ingham County,292406
26067,MI,Ionia County,64697
26069,MI,Iosco County,25127
26071,MI,Iron County,11066
26073,MI,Isabella County,69872
26075,MI,Jackson County,158510
26077,MI,Kalamazoo County,265066
26079,MI,Kalkaska County,18038
26081,MI,Kent County,656955
26083,MI,Keweenaw County,2116
26085,MI,Lake County,11853
26087,MI,Lapeer County,87607
26089,MI,Leelanau County,21761
26091,MI,Lenawee County,98451
26093,MI,Livingston County,191995
26095,MI,Luce County,6229
26097,MI,Mackinac County,10799
26099,MI,Macomb County,873972
26101,MI,Manistee County,24558
26103,MI,Marquette County,66699
26105,MI,Mason County,29144
26107,MI,Mecosta County,43453
26109,MI,Menominee County,22780
26111,MI,Midland County,83156
26113,MI,Missaukee County,15118
26115,MI,Monroe County,150500
26117,MI,Montcalm County,63888
26119,MI,Montmorency County,9328
26121,MI,Muskegon County,173566
26123,MI,Newaygo County,48980
26125,MI,Oakland County,1257584
26127,MI,Oceana County,26467
26129,MI,Ogemaw County,20997
26131,MI,Ontonagon County,5720
26133,MI,Osceola County,23460
26135,MI,Oscoda County,8241
26137,MI,Otsego County,24668
26139,MI,Ottawa County,291830
26141,MI,Presque Isle County,12592
26143,MI,Roscommon County,24019
26145,MI,Saginaw County,190539
26147,MI,St. Clair County,159128
26149,MI,St. Joseph County,60964
26151,MI,Sanilac County,41170
26153,MI,Schoolcraft County,8094
26155,MI,Shiawassee County,68122
26157,MI,Tuscola County,52245
26159,MI,Van Buren County,75677
26161,MI,Washtenaw County,367601
26163,MI,Wayne County,1749343
26165,MI,Wexford County,33631
27000,MN,Minnesota,5639632
27001,MN,Aitkin County,15886
27003,MN,Anoka County,356921
27005,MN,Becker County,34423
27007,MN,Beltrami County,47188
27009,MN,Benton County,40889
27011,MN,Big Stone County,4991
27013,MN,Blue Earth County,67653
27015,MN,Brown County,25008
27017,MN,Carlton County,35871
27019,MN,Carver County,105089
27021,MN,Cass County,29779
27023,MN,Chippewa County,11800
27025,MN,Chisago County,56579
27027,MN,Clay County,64222
27029,MN,Clearwater County,8818
27031,MN,Cook County,5463
27033,MN,Cottonwood County,11196
27035,MN,Crow Wing County,65055
27037,MN,Dakota County,429021
27039,MN,Dodge County,20934
27041,MN,Douglas County,38141
27043,MN,Faribault County,13653
27045,MN,Fillmore County,21067
27047,MN,Freeborn County,30281
27049,MN,Goodhue County,46340
27051,MN,Grant County,5972
27053,MN,Hennepin County,1265843
27055,MN,Houston County,18600
27057,MN,Hubbard County,21491
27059,MN,Isanti County,40596
27061,MN,Itasca County,45130
27063,MN,Jackson County,9846
27065,MN,Kanabec County,16337
27067,MN,Kandiyohi County,43199
27069,MN,Kittson County,4298
27071,MN,Koochiching County,12229
27073,MN,Lac qui Parle County,6623
27075,MN,Lake County,10641
27077,MN,Lake of the Woods County,3740
27079,MN,Le Sueur County,28887
27081,MN,Lincoln County,5639
27083,MN,Lyon County,25474
27085,MN,McLeod County,35893
27087,MN,Mahnomen County,5527
27089,MN,Marshall County,9336
27091,MN,Martin County,19683
27093,MN,Meeker County,23222
27095,MN,Mille Lacs County,26277
27097,MN,Morrison County,33386
27099,MN,Mower County,40062
27101,MN,Murray County,8194
27103,MN,Nicollet County,34274
27105,MN,Nobles County,21629
27107,MN,Norman County,6375
27109,MN,Olmsted County,158293
27111,MN,Otter Tail County,58746
27113,MN,Pennington County,14119
27115,MN,Pine County,29579
27117,MN,Pipestone County,9126
27119,MN,Polk County,31364
27121,MN,Pope County,11249
27123,MN,Ramsey County,550321
27125,MN,Red Lake County,4055
27127,MN,Redwood County,15170
27129,MN,Renville County,14548
27131,MN,Rice County,66972
27133,MN,Rock County,9315
27135,MN,Roseau County,15165
27137,MN,St. Louis County,199070
27139,MN,Scott County,149013
27141,MN,Sherburne County,97238
27143,MN,Sibley County,14865
27145,MN,Stearns County,161075
27147,MN,Steele County,36649
27149,MN,Stevens County,9805
27151,MN,Swift County,9266
27153,MN,Todd County,24664
27155,MN,Traverse County,3259
27157,MN,Wabasha County,21627
27159,MN,Wadena County,13682
27161,MN,Waseca County,18612
27163,MN,Washington County,262440
27165,MN,Watonwan County,10897
27167,MN,Wilkin County,6207
27169,MN,Winona County,50484
27171,MN,Wright County,138377
27173,MN,Yellow Medicine County,9709
28000,MS,Mississippi,2976149
28001,MS,Adams County,30693
28003,MS,Alcorn County,36953
28005,MS,Amite County,12297
28007,MS,Attala County,18174
28009,MS,Benton County,8259
28011,MS,Bolivar County,30628
28013,MS,Calhoun County,14361
28015,MS,Carroll County,9947
28017,MS,Chickasaw County,17103
28019,MS,Choctaw County,8210
28021,MS,Claiborne County,8988
28023,MS,Clarke County,15541
28025,MS,Clay County,19316
28027,MS,Coahoma County,22124
28029,MS,Copiah County,28065
28031,MS,Covington County,18636
28033,MS,DeSoto County,184945
28035,MS,Forrest County,74897
28037,MS,Franklin County,7713
28039,MS,George County,24500
28041,MS,Greene County,13586
28043,MS,Grenada County,20758
28045,MS,Hancock County,47632
28047,MS,Harrison County,208080
28049,MS,Hinds County,231840
28051,MS,Holmes County,17010
28053,MS,Humphreys County,8064
28055,MS,Issaquena County,1327
28057,MS,Itawamba County,23390
28059,MS,Jackson County,143617
28061,MS,Jasper County,16383
28063,MS,Jefferson County,6990
28065,MS,Jefferson Davis County,11128
28067,MS,Jones County,68098
28069,MS,Kemper County,9742
28071,MS,Lafayette County,54019
28073,MS,Lamar County,63343
28075,MS,Lauderdale County,74125
28077,MS,Lawrence County,12586
28079,MS,Leake County,22786
28081,MS,Lee County,85436
28083,MS,Leflore County,28183
28085,MS,Lincoln County,34153
28087,MS,Lowndes County,58595
28089,MS,Madison County,106272
28091,MS,Marion County,24573
28093,MS,Marshall County,35294
28095,MS,Monroe County,35252
28097,MS,Montgomery County,9775
28099,MS,Neshoba County,29118
28101,MS,Newton County,21018
28103,MS,Noxubee County,10417
28105,MS,Oktibbeha County,49587
28107,MS,Panola County,34192
28109,MS,Pearl River County,55535
28111,MS,Perry County,11973
28113,MS,Pike County,39288
28115,MS,Pontotoc County,32174
28117,MS,Prentiss County,25126
28119,MS,Quitman County,6792
28121,MS,Rankin County,155271
28123,MS,Scott County,28124
28125,MS,Sharkey County,4321
28127,MS,Simpson County,26658
28129,MS,Smith County,15916
28131,MS,Stone County,18336
28133,MS,Sunflower County,25110
28135,MS,Tallahatchie County,13809
28137,MS,Tate County,28321
28139,MS,Tippah County,22015
28141,MS,Tishomingo County,19383
28143,MS,Tunica County,9632
28145,MS,Union County,28815
28147,MS,Walthall County,14286
28149,MS,Warren County,45381
28151,MS,Washington County,43909
28153,MS,Wayne County,20183
28155,MS,Webster County,9689
28157,MS,Wilkinson County,8630
28159,MS,Winston County,17955
28161,MS,Yalobusha County,12108
28163,MS,Yazoo County,29690
29000,MO,Missouri,6137428
29001,MO,Adair County,25343
29003,MO,Andrew County,17712
29005,MO,Atchison County,5143
29007,MO,Audrain County,25388
29009,MO,Barry County,35789
29011,MO,Barton County,11754
29013,MO,Bates County,16172
29015,MO,Benton County,19443
29017,MO,Bollinger County,12133
29019,MO,Boone County,180463
29021,MO,Buchanan County,87364
29023,MO,Butler County,42478
29025,MO,Caldwell County,9020
29027,MO,Callaway County,44743
29029,MO,Camden County,46305
29031,MO,Cape Girardeau County,78871
29033,MO,Carroll County,8679
29035,MO,Carter County,5982
29037,MO,Cass County,105780
29039,MO,Cedar County,14349
29041,MO,Chariton County,7426
29043,MO,Christian County,88595
29045,MO,Clark County,6797
29047,MO,Clay County,249948
29049,MO,Clinton County,20387
29051,MO,Cole County,76745
29053,MO,Cooper County,17709
29055,MO,Crawford County,23920
29057,MO,Dade County,7561
29059,MO,Dallas County,16878
29061,MO,Daviess County,8278
29063,MO,DeKalb County,12547
29065,MO,Dent County,15573
29067,MO,Douglas County,13185
29069,MO,Dunklin County,29131
29071,MO,Franklin County,103967
29073,MO,Gasconade County,14706
29075,MO,Gentry County,6571
29077,MO,Greene County,293086
29079,MO,Grundy County,9850
29081,MO,Harrison County,8352
29083,MO,Henry County,21824
29085,MO,Hickory County,9544
29087,MO,Holt County,4403
29089,MO,Howard County,10001
29091,MO,Howell County,40117
29093,MO,Iron County,10125
29095,MO,Jackson County,703011
29097,MO,Jasper County,121328
29099,MO,Jefferson County,225081
29101,MO,Johnson County,54062
29103,MO,Knox County,3959
29105,MO,Laclede County,35723
29107,MO,Lafayette County,32708
29109,MO,Lawrence County,38355
29111,MO,Lewis County,9776
29113,MO,Lincoln County,59013
29115,MO,Linn County,11920
29117,MO,Livingston County,15227
29119,MO,McDonald County,22837
29121,MO,Macon County,15117
29123,MO,Madison County,12088
29125,MO,Maries County,8697
29127,MO,Marion County,28530
29129,MO,Mercer County,3617
29131,MO,Miller County,25619
29133,MO,Mississippi County,13180
29135,MO,Moniteau County,16132
29137,MO,Monroe County,8644
29139,MO,Montgomery County,11551
29141,MO,Morgan County,20627
29143,MO,New Madrid County,17076
29145,MO,Newton County,58236
29147,MO,Nodaway County,22092
29149,MO,Oregon County,10529
29151,MO,Osage County,13615
29153,MO,Ozark County,9174
29155,MO,Pemiscot County,15805
29157,MO,Perry County,19136
29159,MO,Pettis County,42339
29161,MO,Phelps County,44573
29163,MO,Pike County,18302
29165,MO,Platte County,104418
29167,MO,Polk County,32149
29169,MO,Pulaski County,52607
29171,MO,Putnam County,4696
29173,MO,Ralls County,10309
29175,MO,Randolph County,24748
29177,MO,Ray County,23018
29179,MO,Reynolds County,6270
29181,MO,Ripley County,13288
29183,MO,St. Charles County,402022
29185,MO,St. Clair County,9397
29186,MO,Ste. Genevieve County,17894
29187,MO,St. Francois County,67215
29189,MO,St. Louis County,994205
29195,MO,Saline County,22761
29197,MO,Schuyler County,4660
29199,MO,Scotland County,4902
29201,MO,Scott County,38280
29203,MO,Shannon County,8166
29205,MO,Shelby County,5930
29207,MO,Stoddard County,29025
29209,MO,Stone County,31952
29211,MO,Sullivan County,6089
29213,MO,Taney County,55928
29215,MO,Texas County,25398
29217,MO,Vernon County,20563
29219,MO,Warren County,35649
29221,MO,Washington County,24730
29223,MO,Wayne County,12873
29225,MO,Webster County,39592
29227,MO,Worth County,2013
29229,MO,Wright County,18289
29510,MO,St. Louis city,300576
30000,MT,Montana,1068778
30001,MT,Beaverhead County,9453
30003,MT,Big Horn County,13319
30005,MT,Blaine County,6681
30007,MT,Broadwater County,6237
30009,MT,Carbon County,10725
30011,MT,Carter County,1252
30013,MT,Cascade County,81366
30015,MT,Chouteau County,5635
30017,MT,Custer County,11402
30019,MT,Daniels County,1690
30021,MT,Dawson County,8613
30023,MT,Deer Lodge County,9140
30025,MT,Fallon County,2846
30027,MT,Fergus County,11050
30029,MT,Flathead County,103806
30031,MT,Gallatin County,114434
30033,MT,Garfield County,1258
30035,MT,Glacier County,13753
30037,MT,Golden Valley County,821
30039,MT,Granite County,3379
30041,MT,Hill County,16484
30043,MT,Jefferson County,12221
30045,MT,Judith Basin County,2007
30047,MT,Lake County,30458
30049,MT,Lewis and Clark County,69432
30051,MT,Liberty County,2337
30053,MT,Lincoln County,19980
30055,MT,McCone County,1664
30057,MT,Madison County,8600
30059,MT,Meagher County,1862
30061,MT,Mineral County,4397
30063,MT,Missoula County,119600
30065,MT,Musselshell County,4633
30067,MT,Park County,16606
30069,MT,Petroleum County,487
30071,MT,Phillips County,3954
30073,MT,Pondera County,5911
30075,MT,Powder River County,1682
30077,MT,Powell County,6890
30079,MT,Prairie County,1077
30081,MT,Ravalli County,43806
30083,MT,Richland County,10803
30085,MT,Roosevelt County,11004
30087,MT,Rosebud County,8937
30089,MT,Sanders County,12113
30091,MT,Sheridan County,3309
30093,MT,Silver Bow County,34915
30095,MT,Stillwater County,9642
30097,MT,Sweet Grass County,3737
30099,MT,Teton County,6147
30101,MT,Toole County,4736
30103,MT,Treasure County,696
30105,MT,Valley County,7396
30107,MT,Wheatland County,2126
30109,MT,Wibaux County,969
30111,MT,Yellowstone County,161300
31000,NE,Nebraska,1934408
31001,NE,Adams County,31363
31003,NE,Antelope County,6298
31005,NE,Arthur County,463
31007,NE,Banner County,745
31009,NE,Blaine County,465
31011,NE,Boone County,5192
31013,NE,Box Butte County,10783
31015,NE,Boyd County,1919
31017,NE,Brown County,2955
31019,NE,Buffalo County,49659
31021,NE,Burt County,6459
31023,NE,Butler County,8016
31025,NE,Cass County,26248
31027,NE,Cedar County,8402
31029,NE,Chase County,3924
31031,NE,Cherry County,5689
31033,NE,Cheyenne County,8910
31035,NE,Clay County,6203
31037,NE,Colfax County,10709
31039,NE,Cuming County,8846
31041,NE,Custer County,10777
31043,NE,Dakota County,20026
31045,NE,Dawes County,8589
31047,NE,Dawson County,23595
31049,NE,Deuel County,1794
31051,NE,Dixon County,5636
31053,NE,Dodge County,36565
31055,NE,Douglas County,571327
31057,NE,Dundy County,1693
31059,NE,Fillmore County,5462
31061,NE,Franklin County,2979
31063,NE,Frontier County,2627
31065,NE,Furnas County,4676
31067,NE,Gage County,21513
31069,NE,Garden County,1837
31071,NE,Garfield County,1969
31073,NE,Gosper County,1990
31075,NE,Grant County,623
31077,NE,Greeley County,2356
31079,NE,Hall County,61353
31081,NE,Hamilton County,9324
31083,NE,Harlan County,3380
31085,NE,Hayes County,922
31087,NE,Hitchcock County,2762
31089,NE,Holt County,10067
31091,NE,Hooker County,682
31093,NE,Howard County,6445
31095,NE,Jefferson County,7046
31097,NE,Johnson County,5071
31099,NE,Kearney County,6495
31101,NE,Keith County,8034
31103,NE,Keya Paha County,806
31105,NE,Kimball County,3632
31107,NE,Knox County,8332
31109,NE,Lancaster County,319090
31111,NE,Lincoln County,34914
31113,NE,Logan County,748
31115,NE,Loup County,664
31117,NE,McPherson County,494
31119,NE,Madison County,35099
31121,NE,Merrick County,7755
31123,NE,Morrill County,4642
31125,NE,Nance County,3519
31127,NE,Nemaha County,6972
31129,NE,Nuckolls County,4148
31131,NE,Otoe County,16012
31133,NE,Pawnee County,2613
31135,NE,Perkins County,2891
31137,NE,Phelps County,9034
31139,NE,Pierce County,7148
31141,NE,Platte County,33470
31143,NE,Polk County,5213
31145,NE,Red Willow County,10724
31147,NE,Richardson County,7865
31149,NE,Rock County,1357
31151,NE,Saline County,14224
31153,NE,Sarpy County,187196
31155,NE,Saunders County,21578
31157,NE,Scotts Bluff County,35618
31159,NE,Seward County,17284
31161,NE,Sheridan County,5246
31163,NE,Sherman County,3001
31165,NE,Sioux County,1166
31167,NE,Stanton County,5920
31169,NE,Thayer County,5003
31171,NE,Thomas County,722
31173,NE,Thurston County,7224
31175,NE,Valley County,4158
31177,NE,Washington County,20729
31179,NE,Wayne County,9385
31181,NE,Webster County,3487
31183,NE,Wheeler County,783
31185,NE,York County,13679
32000,NV,Nevada,3080156
32001,NV,Churchill County,24909
32003,NV,Clark County,2266715
32005,NV,Douglas County,48905
32007,NV,Elko County,52778
32009,NV,Esmeralda County,873
32011,NV,Eureka County,2029
32013,NV,Humboldt County,16831
32015,NV,Lander County,5532
32017,NV,Lincoln County,5183
32019,NV,Lyon County,57510
32021,NV,Mineral County,4505
32023,NV,Nye County,46523
32027,NV,Pershing County,6725
32029,NV,Storey County,4123
32031,NV,Washoe County,471519
32033,NV,White Pine County,9580
32510,NV,Carson City,55916
33000,NH,New Hampshire,1359711
33001,NH,Belknap County,61303
33003,NH,Carroll County,48910
33005,NH,Cheshire County,76085
33007,NH,Coos County,31563
33009,NH,Grafton County,89886
33011,NH,Hillsborough County,417025
33013,NH,Merrimack County,151391
33015,NH,Rockingham County,309769
33017,NH,Strafford County,130633
33019,NH,Sullivan County,43146
